1,1.59E-06,-1.19E-08
2,2.757,-0.020671
3,5.6367,-0.042322
4,8.6571,-0.065166
5,11.841,-0.089478
6,15.219,-0.11563
7,18.83,-0.14412
8,22.732,-0.17569
9,67.518,-0.6889
10,112.3,-2.9353
11,116.21,-3.6339
12,119.82,-4.5992
13,123.19,-6.0314
14,126.38,-8.3897
15,129.4,-13
16,132.28,-25.658
17,135.04,-89.789
18,139.45,-162.51
19,144.06,-170.98
20,148.9,-173.91
21,154,-175.38
22,159.41,-176.27
23,165.19,-176.85
24,171.44,-177.26
25,243.17,-177.79
26,314.9,-20.594
27,321.15,-11.081
28,326.94,-7.8613
29,332.35,-6.2582
30,337.45,-5.3034
31,342.28,-4.6731
32,346.9,-4.2285
33,351.31,-3.9007
34,356.14,-3.6176
35,361.17,-3.3862
36,366.46,-3.1956
37,372.03,-3.0385
38,377.94,-2.9096
39,384.26,-2.8055
40,391.08,-2.7241
41,469.44,-3.1355
42,547.79,-8.4584
43,554.62,-10.155
44,560.93,-12.479
45,566.84,-15.866
46,572.41,-21.24
47,577.7,-30.852
48,582.74,-50.769
49,587.56,-90.258
50,592.53,-130.36
51,597.72,-149.99
52,603.16,-159.35
53,608.9,-164.57
54,614.99,-167.85
55,621.5,-170.1
56,628.54,-171.75
57,709.27,-176.94
58,790.01,-176.18
59,797.04,-175.25
60,803.55,-173.61
61,809.64,-170.5
62,815.38,-164.13
63,820.82,-151.37
64,826.01,-136.75
65,830.98,-140.1
66,833.99,-149.24
67,837.13,-158.01
68,840.43,-164.41
69,843.9,-168.67
70,847.59,-171.48
71,851.53,-173.37
72,855.79,-174.69
73,904.65,-178.05
74,953.51,-178.49
75,957.77,-178.52
76,961.71,-178.55
77,965.39,-178.58
78,968.87,-178.62
79,972.16,-178.67
80,975.31,-178.72
81,978.31,-178.74
82,989.37,-178.65
83,1000.9,-178.61
84,1013,-178.61
85,1025.8,-178.6
86,1039.4,-178.59
87,1053.9,-178.58
88,1069.5,-178.56
89,1249.2,-176.58
90,1428.8,-22.392
91,1444.5,-21.313
92,1459,-22.119
93,1472.5,-24.681
94,1485.3,-29.722
95,1497.4,-39.375
96,1509,-59.003
97,1520,-94.721
98,1523.7,-108.23
99,1527.6,-120.82
100,1531.6,-131.57
101,1535.9,-140.28
102,1540.4,-147.19
103,1545.2,-152.67
104,1550.5,-157.07
105,1610.4,-172.92
106,1670.4,-176.01
107,1675.6,-176.15
108,1680.5,-176.27
109,1685,-176.37
110,1689.3,-176.46
111,1693.3,-176.53
112,1697.2,-176.6
113,1700.9,-176.67
114,1705.5,-176.76
115,1710.3,-176.86
116,1715.3,-176.95
117,1720.7,-177.04
118,1726.3,-177.13
119,1732.3,-177.22
120,1738.9,-177.3
121,1813.7,-177.92
122,1888.6,-178.31
123,1895.2,-178.37
124,1901.2,-178.44
125,1906.8,-178.54
126,1912.2,-178.65
127,1917.2,-178.78
128,1922,-178.89
129,1926.6,-178.93
130,1931.8,-178.89
131,1937.3,-178.78
132,1943,-178.66
133,1949,-178.55
134,1955.3,-178.47
135,1962.1,-178.42
136,1969.5,-178.38
137,2053.9,-178.19
138,2138.4,-177.91
139,2145.7,-177.88
140,2152.6,-177.84
141,2158.9,-177.8
142,2164.9,-177.76
143,2170.6,-177.71
144,2176,-177.67
145,2181.2,-177.64
146,2190.4,-177.59
147,2199.9,-177.53
148,2209.9,-177.47
149,2220.4,-177.39
150,2231.5,-177.29
151,2243.5,-177.18
152,2256.4,-177.03
153,2404.4,-172.95
154,2552.4,-70.372
