121,1813.7,3.28E-05
122,1888.6,2.69E-05
123,1895.2,2.65E-05
124,1901.2,2.61E-05
125,1906.8,2.57E-05
126,1912.2,2.54E-05
127,1917.2,2.50E-05
128,1922,2.47E-05
129,1926.6,2.43E-05
130,1931.8,2.40E-05
131,1937.3,2.36E-05
132,1943,2.32E-05
133,1949,2.29E-05
134,1955.3,2.26E-05
135,1962.1,2.22E-05
136,1969.5,2.18E-05
137,2053.9,1.79E-05
138,2138.4,1.45E-05
139,2145.7,1.42E-05
140,2152.6,1.39E-05
141,2158.9,1.37E-05
142,2164.9,1.35E-05
143,2170.6,1.33E-05
144,2176,1.31E-05
145,2181.2,1.29E-05
146,2190.4,1.26E-05
147,2199.9,1.22E-05
148,2209.9,1.19E-05
149,2220.4,1.15E-05
150,2231.5,1.12E-05
151,2243.5,1.07E-05
152,2256.4,1.03E-05
153,2404.4,5.38E-06
154,2552.4,1.20E-06
155,2565.3,1.60E-06
156,2577.2,2.13E-06
157,2588.4,2.70E-06
158,2598.9,3.29E-06
159,2608.9,3.86E-06
160,2618.4,4.29E-06
161,2627.5,4.48E-06
162,2634.3,4.51E-06
163,2641.5,4.59E-06
164,2649,4.80E-06
165,2656.9,5.16E-06
166,2665.3,5.65E-06
167,2674.2,6.25E-06
168,2683.9,6.95E-06
169,2795.1,1.93E-05
170,2906.2,6.69E-05
171,2915.9,7.84E-05
172,2924.9,9.16E-05
173,2933.3,0.00010677
174,2941.2,0.00012315
175,2948.7,0.00013895
176,2955.8,0.00015106
177,2962.6,0.00015626
178,2965.7,0.00015596
179,2968.9,0.00015395
180,2972.2,0.00015023
181,2975.8,0.00014494
182,2979.5,0.00013833
183,2983.5,0.00013071
184,2987.9,0.00012238
185,3037.5,6.21E-05
186,3087.2,4.05E-05
187,3091.5,3.93E-05
188,3095.5,3.83E-05
189,3099.2,3.74E-05
190,3102.8,3.65E-05
191,3106.1,3.58E-05
192,3109.3,3.51E-05
193,3112.4,3.45E-05
194,3129.2,3.13E-05
195,3146.8,2.86E-05
196,3165.3,2.62E-05
197,3184.7,2.40E-05
198,3205.4,2.21E-05
199,3227.5,2.02E-05
200,3251.3,1.85E-05
201,3525,6.64E-06
202,3798.7,8.42E-06
203,3822.6,1.11E-05
204,3844.7,1.42E-05
205,3865.3,1.80E-05
206,3884.8,2.26E-05
207,3903.2,2.85E-05
208,3920.8,3.60E-05
209,3937.7,4.60E-05
210,3938.8,4.68E-05
211,3940,4.77E-05
212,3941.3,4.86E-05
213,3942.6,4.96E-05
214,3944,5.07E-05
215,3945.5,5.19E-05
216,3947.2,5.32E-05
217,3965.9,7.08E-05
218,3984.6,8.84E-05
219,3986.3,8.95E-05
220,3987.8,9.04E-05
221,3989.2,9.11E-05
222,3990.5,9.17E-05
223,3991.8,9.22E-05
224,3993,9.26E-05
225,3994.1,9.28E-05
226,4003.2,9.23E-05
227,4012.7,8.76E-05
228,4022.7,8.03E-05
229,4033.2,7.21E-05
230,4044.4,6.42E-05
231,4056.3,5.70E-05
232,4069.2,5.08E-05
233,4217.1,2.36E-05
234,4365,1.65E-05
235,4377.9,1.61E-05
236,4389.8,1.58E-05
237,4401,1.55E-05
238,4411.5,1.52E-05
239,4421.4,1.50E-05
240,4431,1.48E-05
241,4440.1,1.46E-05
242,4456.9,1.42E-05
243,4474.4,1.39E-05
244,4492.9,1.35E-05
245,4512.3,1.31E-05
246,4532.9,1.28E-05
247,4554.9,1.24E-05
248,4578.7,1.21E-05
249,4852,9.11E-06
250,5125.2,7.07E-06
251,5149,6.89E-06
252,5171.1,6.71E-06
253,5191.7,6.56E-06
254,5211.1,6.46E-06
255,5229.5,6.45E-06
256,5247.1,6.61E-06
257,5263.9,6.89E-06
258,5272.6,7.04E-06
259,5281.8,7.14E-06
260,5291.3,7.20E-06
261,5301.4,7.21E-06
262,5312.1,7.17E-06
263,5323.5,7.10E-06
264,5335.8,7.01E-06
265,5477.5,6.09E-06
266,5619.2,5.42E-06
267,5631.5,5.36E-06
268,5643,5.31E-06
269,5653.6,5.26E-06
270,5663.7,5.22E-06
271,5673.3,5.17E-06
272,5682.4,5.13E-06
273,5691.1,5.09E-06
274,5705.2,5.03E-06
275,5719.9,4.96E-06
276,5735.3,4.89E-06
277,5751.6,4.82E-06
278,5768.8,4.74E-06
279,5787.3,4.66E-06
280,5807.2,4.57E-06
281,6036,3.34E-06
282,6264.8,2.43E-06
283,6284.7,3.14E-06
284,6303.2,4.14E-06
285,6320.4,5.40E-06
286,6336.7,6.89E-06
287,6352.1,8.49E-06
288,6366.8,9.98E-06
289,6380.9,1.11E-05
290,6386.5,1.14E-05
291,6392.4,1.16E-05
292,6398.6,1.17E-05
293,6405.1,1.18E-05
294,6412,1.17E-05
295,6419.4,1.16E-05
296,6427.4,1.13E-05
297,6518.9,8.26E-06
298,6610.5,6.69E-06
299,6618.5,6.60E-06
300,6625.9,6.51E-06
301,6632.8,6.43E-06
302,6639.3,6.35E-06
303,6645.4,6.28E-06
304,6651.3,6.22E-06
305,6657,6.16E-06
306,6659.4,6.14E-06
307,6661.8,6.11E-06
308,6664.5,6.08E-06
309,6667.2,6.06E-06
310,6670.1,6.03E-06
311,6673.3,6.00E-06
312,6676.6,5.96E-06
313,6715.4,5.64E-06
314,6754.2,5.36E-06
315,6757.5,5.34E-06
316,6760.7,5.32E-06
317,6763.6,5.30E-06
318,6766.3,5.28E-06
319,6769,5.26E-06
320,6771.4,5.24E-06
321,6773.8,5.23E-06
322,6778.1,5.20E-06
323,6782.6,5.17E-06
324,6787.3,5.14E-06
325,6792.2,5.11E-06
326,6797.4,5.08E-06
327,6803,5.04E-06
328,6809.1,5.00E-06
329,6878.6,4.58E-06
330,6948,4.62E-06
331,6954.1,4.70E-06
332,6959.7,4.78E-06
333,6964.9,4.87E-06
334,6969.8,4.96E-06
335,6974.5,5.04E-06
336,6979,5.13E-06
337,6983.3,5.21E-06
338,6990.2,5.33E-06
339,6997.5,5.43E-06
340,7005.2,5.52E-06
341,7013.2,5.59E-06
342,7021.8,5.62E-06
343,7030.9,5.64E-06
344,7040.8,5.62E-06
345,7154,5.03E-06
346,7267.2,4.65E-06
347,7277.1,4.66E-06
348,7286.2,4.70E-06
349,7294.8,4.75E-06
350,7302.8,4.81E-06
351,7310.5,4.88E-06
352,7317.8,4.95E-06
353,7324.7,5.02E-06
354,7334.3,5.12E-06
355,7344.2,5.20E-06
356,7354.7,5.26E-06
357,7365.7,5.30E-06
358,7377.4,5.32E-06
359,7389.8,5.32E-06
360,7403.3,5.30E-06
361,7558.2,5.06E-06
362,7713.1,5.13E-06
363,7726.6,5.15E-06
364,7739.1,5.17E-06
365,7750.8,5.19E-06
366,7761.8,5.22E-06
367,7772.2,5.24E-06
368,7782.2,5.27E-06
369,7791.7,5.29E-06
370,7801.7,5.32E-06
371,7812.1,5.36E-06
372,7823,5.40E-06
373,7834.6,5.44E-06
374,7846.8,5.49E-06
375,7859.8,5.55E-06
376,7873.9,5.61E-06
377,8035.9,7.09E-06
378,8197.9,1.24E-05
379,8212,1.33E-05
380,8225.1,1.41E-05
381,8237.3,1.48E-05
382,8248.8,1.53E-05
383,8259.7,1.57E-05
384,8270.2,1.59E-05
385,8280.1,1.58E-05
386,8287.5,1.56E-05
387,8295.3,1.53E-05
388,8303.4,1.49E-05
389,8311.9,1.43E-05
390,8321,1.36E-05
391,8330.7,1.29E-05
392,8341.2,1.21E-05
393,8461.5,6.54E-06
394,8581.7,6.45E-06
395,8592.2,6.59E-06
396,8601.9,6.71E-06
397,8611,6.80E-06
398,8619.5,6.86E-06
399,8627.7,6.88E-06
400,8635.4,6.86E-06
401,8642.8,6.80E-06
402,10508,1.33E-06
403,12456,9.48E-07
404,14500,6.98E-07
405,16654,5.28E-07
406,18939,4.07E-07
407,21382,3.19E-07
408,24022,2.52E-07
409,54321,4.91E-08
410,84621,2.02E-08
411,87261,1.90E-08
412,89704,1.80E-08
413,91989,1.71E-08
414,94143,1.63E-08
415,96187,1.56E-08
416,98135,1.50E-08
417,1.00E+05,1.45E-08
