Time(s),CH1V,CH2V
1.004000e-01,-8.400000e-03,-2.162667e-02
1.006000e-01,6.933333e-03,-3.672000e-02
1.008000e-01,5.466667e-03,-3.738667e-02
1.010000e-01,-8.000000e-03,-2.864000e-02
1.012000e-01,6.933333e-03,-3.232000e-02
1.014000e-01,-6.733333e-03,-2.445333e-02
1.016000e-01,4.666667e-03,-2.965333e-02
1.018000e-01,-8.266667e-03,-1.661333e-02
1.020000e-01,-6.866667e-03,-2.202667e-02
1.022000e-01,5.866667e-03,-4.853333e-03
1.024000e-01,-7.000000e-03,-9.360000e-03
1.026000e-01,7.333334e-03,1.064000e-02
1.028000e-01,-7.400000e-03,6.800000e-03
1.030000e-01,5.333333e-03,2.024000e-02
1.032000e-01,-8.533333e-03,2.290667e-02
1.034000e-01,6.133333e-03,1.098667e-02
1.036000e-01,-6.466667e-03,1.504000e-02
1.038000e-01,8.066666e-03,-5.226667e-03
1.040000e-01,-7.133333e-03,-2.453333e-03
1.042000e-01,5.733334e-03,-1.645333e-02
1.044000e-01,-5.933333e-03,-1.226667e-02
1.046000e-01,6.800000e-03,-2.346667e-02
1.048000e-01,-5.400000e-03,-1.968000e-02
1.050000e-01,5.866667e-03,-2.930667e-02
1.052000e-01,-6.333333e-03,-2.637333e-02
1.054000e-01,7.066667e-03,-3.333334e-02
1.056000e-01,7.066667e-03,-3.349333e-02
1.058000e-01,-8.266667e-03,-2.637333e-02
1.060000e-01,7.933334e-03,-2.869333e-02
1.062000e-01,-4.466667e-03,-1.181333e-02
1.064000e-01,8.200000e-03,-1.381333e-02
1.066000e-01,-7.866667e-03,6.186666e-03
1.068000e-01,5.866667e-03,3.333333e-03
1.070000e-01,-5.400000e-03,1.416000e-02
1.072000e-01,-5.533333e-03,1.616000e-02
1.074000e-01,7.933334e-03,8.080000e-03
1.076000e-01,-5.933333e-03,1.197333e-02
1.078000e-01,7.066667e-03,3.226667e-03
1.080000e-01,5.200000e-03,8.186666e-03
1.082000e-01,-5.266667e-03,-5.626667e-03
1.084000e-01,4.933333e-03,-1.120000e-03
1.086000e-01,-5.400000e-03,-1.493333e-02
1.088000e-01,5.200000e-03,-1.293333e-02
1.090000e-01,-8.666667e-03,-2.986667e-02
1.092000e-01,6.800000e-03,-2.576000e-02
1.094000e-01,-6.733333e-03,-3.872000e-02
1.096000e-01,4.266667e-03,-3.922667e-02
1.098000e-01,-6.200000e-03,-2.904000e-02
1.100000e-01,6.400000e-03,-3.176000e-02
1.102000e-01,-5.800000e-03,-1.400000e-02
1.104000e-01,-6.466667e-03,-1.810667e-02
1.106000e-01,6.133333e-03,2.906667e-03
1.108000e-01,-6.600000e-03,-2.240000e-03
1.110000e-01,6.000000e-03,9.920000e-03
1.112000e-01,-7.533333e-03,4.746667e-03
1.114000e-01,9.133333e-03,1.314667e-02
1.116000e-01,-6.333333e-03,1.509333e-02
1.118000e-01,9.000001e-03,6.960000e-03
1.120000e-01,-5.800000e-03,1.216000e-02
1.122000e-01,6.666667e-03,1.066667e-03
1.124000e-01,-7.266667e-03,4.666667e-03
1.126000e-01,7.333334e-03,-1.514667e-02
1.128000e-01,-9.333333e-03,-1.277333e-02
1.130000e-01,5.200000e-03,-3.042667e-02
1.132000e-01,-8.000000e-03,-2.546667e-02
1.134000e-01,6.666667e-03,-3.621333e-02
1.136000e-01,6.000000e-03,-3.629333e-02
1.138000e-01,-6.733333e-03,-2.624000e-02
1.140000e-01,5.866667e-03,-2.992000e-02
1.142000e-01,-5.000000e-03,-1.448000e-02
1.144000e-01,-8.266667e-03,-1.754667e-02
1.146000e-01,6.266667e-03,-5.920000e-03
1.148000e-01,-7.733333e-03,-9.040000e-03
1.150000e-01,6.933333e-03,2.853333e-03
1.152000e-01,-6.333333e-03,-1.066667e-03
1.154000e-01,5.600000e-03,1.192000e-02
1.156000e-01,6.666667e-03,6.800000e-03
1.158000e-01,-5.400000e-03,1.437333e-02
1.160000e-01,-5.666667e-03,1.309333e-02
1.162000e-01,5.466667e-03,1.066667e-03
1.164000e-01,-8.000000e-03,7.680000e-03
1.166000e-01,7.066667e-03,-1.186667e-02
1.168000e-01,-8.000000e-03,-8.026667e-03
1.170000e-01,7.933334e-03,-2.576000e-02
1.172000e-01,8.600000e-03,-1.989333e-02
1.174000e-01,-6.733333e-03,-3.021333e-02
1.176000e-01,-8.533333e-03,-2.986667e-02
1.178000e-01,6.400000e-03,-2.112000e-02
1.180000e-01,-5.533333e-03,-2.858667e-02
1.182000e-01,9.666666e-03,-1.850667e-02
1.184000e-01,9.933334e-03,-2.469333e-02
1.186000e-01,-5.933333e-03,-1.226667e-02
1.188000e-01,1.640000e-02,-1.728000e-02
1.190000e-01,-8.666667e-03,1.120000e-03
1.192000e-01,1.313333e-02,-8.133333e-03
1.194000e-01,-1.346667e-02,1.192000e-02
1.196000e-01,-1.066667e-02,2.293333e-03
1.198000e-01,1.486667e-02,1.533333e-02
1.200000e-01,1.460000e-02,1.520000e-02
1.202000e-01,-1.293333e-02,2.000000e-03
1.204000e-01,-1.440000e-02,8.586667e-03
1.206000e-01,1.313333e-02,-7.520000e-03
1.208000e-01,-5.133334e-03,-1.840000e-03
1.210000e-01,1.260000e-02,-1.570667e-02
1.212000e-01,5.733334e-03,-1.226667e-02
1.214000e-01,-4.600000e-03,-2.274667e-02
1.216000e-01,-5.000000e-03,-1.933333e-02
1.218000e-01,9.000001e-03,-2.909333e-02
1.220000e-01,-5.400000e-03,-2.317333e-02
1.222000e-01,5.333333e-03,-3.002667e-02
1.224000e-01,6.266667e-03,-2.970667e-02
1.226000e-01,-5.666667e-03,-1.882667e-02
1.228000e-01,7.800000e-03,-2.090667e-02
1.230000e-01,-6.333333e-03,-5.520000e-03
1.232000e-01,-5.666667e-03,-8.426666e-03
1.234000e-01,7.666667e-03,6.640000e-03
1.236000e-01,6.933333e-03,3.573333e-03
1.238000e-01,-5.400000e-03,1.202667e-02
1.240000e-01,-3.933333e-03,1.098667e-02
1.242000e-01,5.600000e-03,4.400000e-03
1.244000e-01,-6.333333e-03,1.013333e-02
1.246000e-01,5.733334e-03,-2.453333e-03
1.248000e-01,6.133333e-03,1.173333e-03
1.250000e-01,-4.466667e-03,-1.037333e-02
1.252000e-01,6.000000e-03,-6.400000e-03
1.254000e-01,-5.666667e-03,-2.162667e-02
1.256000e-01,-3.533333e-03,-1.738667e-02
1.258000e-01,8.333334e-03,-3.098667e-02
1.260000e-01,7.466667e-03,-2.480000e-02
1.262000e-01,-4.200000e-03,-3.165333e-02
1.264000e-01,6.800000e-03,-3.176000e-02
1.266000e-01,-4.200000e-03,-1.794667e-02
1.268000e-01,7.066667e-03,-2.128000e-02
1.270000e-01,-6.466667e-03,-6.293333e-03
1.272000e-01,-6.600000e-03,-9.760000e-03
1.274000e-01,6.133333e-03,4.346667e-03
1.276000e-01,6.800000e-03,-1.600000e-04
1.278000e-01,-6.866667e-03,9.093333e-03
1.280000e-01,6.666667e-03,1.008000e-02
1.282000e-01,-6.333333e-03,4.293333e-03
1.284000e-01,-4.733333e-03,9.920000e-03
1.286000e-01,8.066666e-03,1.680000e-03
1.288000e-01,6.133333e-03,5.226667e-03
1.290000e-01,-5.133334e-03,-7.573333e-03
1.292000e-01,-5.266667e-03,-4.133333e-03
1.294000e-01,4.800000e-03,-1.800000e-02
1.296000e-01,-4.466667e-03,-1.453333e-02
1.298000e-01,7.333334e-03,-2.618667e-02
1.300000e-01,7.200000e-03,-2.301333e-02
1.302000e-01,-5.666667e-03,-2.853333e-02
1.304000e-01,6.000000e-03,-2.821333e-02
1.306000e-01,-5.666667e-03,-1.821333e-02
1.308000e-01,6.133333e-03,-2.208000e-02
1.310000e-01,-1.040000e-02,-9.706667e-03
1.312000e-01,5.200000e-03,-1.538667e-02
1.314000e-01,-6.333333e-03,-3.520000e-03
1.316000e-01,6.133333e-03,-7.520000e-03
1.318000e-01,-8.533333e-03,3.280000e-03
1.320000e-01,-5.533333e-03,-3.466667e-04
1.322000e-01,6.800000e-03,8.480000e-03
1.324000e-01,8.733333e-03,1.053333e-02
1.326000e-01,-4.466667e-03,3.120000e-03
1.328000e-01,-4.733333e-03,8.533333e-03
1.330000e-01,8.866667e-03,-3.786667e-03
1.332000e-01,-6.333333e-03,-6.133333e-04
1.334000e-01,9.000001e-03,-1.386667e-02
1.336000e-01,-6.066667e-03,-9.520000e-03
1.338000e-01,9.666666e-03,-2.173333e-02
1.340000e-01,-5.533333e-03,-1.794667e-02
1.342000e-01,6.000000e-03,-2.506667e-02
1.344000e-01,-5.800000e-03,-2.648000e-02
1.346000e-01,9.533334e-03,-1.906667e-02
1.348000e-01,7.466667e-03,-2.373333e-02
1.350000e-01,-5.400000e-03,-1.472000e-02
1.352000e-01,-6.466667e-03,-1.928000e-02
1.354000e-01,7.333334e-03,-8.426666e-03
1.356000e-01,-5.800000e-03,-1.176000e-02
1.358000e-01,8.866667e-03,6.666667e-04
1.360000e-01,5.866667e-03,-3.333333e-03
1.362000e-01,-4.333334e-03,8.293333e-03
1.364000e-01,1.326667e-02,4.506667e-03
1.366000e-01,-6.200000e-03,1.170667e-02
1.368000e-01,7.666667e-03,8.693334e-03
1.370000e-01,-6.066667e-03,-1.893333e-03
1.372000e-01,6.666667e-03,1.440000e-03
1.374000e-01,-6.333333e-03,-1.042667e-02
1.376000e-01,-5.800000e-03,-5.840000e-03
1.378000e-01,8.600000e-03,-1.805333e-02
1.380000e-01,7.333334e-03,-1.354667e-02
1.382000e-01,-6.333333e-03,-2.445333e-02
1.384000e-01,-8.266667e-03,-1.845333e-02
1.386000e-01,5.866667e-03,-2.648000e-02
1.388000e-01,-9.466667e-03,-2.714667e-02
1.390000e-01,7.666667e-03,-1.784000e-02
1.392000e-01,7.066667e-03,-2.312000e-02
1.394000e-01,-7.733333e-03,-9.920000e-03
1.396000e-01,1.046667e-02,-1.370667e-02
1.398000e-01,-1.160000e-02,8.800000e-04
1.400000e-01,1.513333e-02,-8.373333e-03
1.402000e-01,-9.466667e-03,9.146667e-03
1.404000e-01,-1.240000e-02,5.333333e-05
1.406000e-01,1.206667e-02,1.192000e-02
1.408000e-01,9.533334e-03,1.109333e-02
1.410000e-01,-8.000000e-03,1.600000e-04
1.412000e-01,7.466667e-03,3.066667e-03
1.414000e-01,-5.800000e-03,-7.360000e-03
1.416000e-01,8.733333e-03,-3.173333e-03
1.418000e-01,-6.066667e-03,-1.432000e-02
1.420000e-01,-5.000000e-03,-1.088000e-02
1.422000e-01,5.600000e-03,-2.229333e-02
1.424000e-01,-5.533333e-03,-1.482667e-02
1.426000e-01,5.466667e-03,-2.597333e-02
1.428000e-01,-8.133333e-03,-2.546667e-02
1.430000e-01,6.266667e-03,-1.861333e-02
1.432000e-01,6.133333e-03,-2.285333e-02
1.434000e-01,-5.400000e-03,-1.160000e-02
1.436000e-01,6.933333e-03,-1.522667e-02
1.438000e-01,-5.000000e-03,-3.120000e-03
1.440000e-01,5.866667e-03,-7.573333e-03
1.442000e-01,-5.800000e-03,2.240000e-03
1.444000e-01,-5.000000e-03,-1.280000e-03
1.446000e-01,7.200000e-03,5.893333e-03
1.448000e-01,-8.266667e-03,-4.000000e-04
1.450000e-01,6.800000e-03,6.346667e-03
1.452000e-01,5.733334e-03,4.746667e-03
1.454000e-01,-5.800000e-03,-3.733333e-03
1.456000e-01,6.133333e-03,-1.066667e-04
1.458000e-01,-6.200000e-03,-1.176000e-02
1.460000e-01,6.800000e-03,-6.400000e-03
1.462000e-01,-4.333334e-03,-1.872000e-02
1.464000e-01,-5.133334e-03,-1.370667e-02
1.466000e-01,6.266667e-03,-2.317333e-02
1.468000e-01,7.933334e-03,-1.722667e-02
1.470000e-01,-3.933333e-03,-2.506667e-02
1.472000e-01,5.866667e-03,-2.285333e-02
1.474000e-01,-5.666667e-03,-1.253333e-02
1.476000e-01,5.333333e-03,-1.733333e-02
1.478000e-01,-6.066667e-03,-8.480000e-03
1.480000e-01,-5.000000e-03,-1.314667e-02
1.482000e-01,8.466667e-03,-1.840000e-03
1.484000e-01,-5.400000e-03,-7.413333e-03
1.486000e-01,7.466667e-03,4.133333e-03
1.488000e-01,7.066667e-03,-1.226667e-03
1.490000e-01,-4.733333e-03,7.306667e-03
1.492000e-01,-4.333334e-03,6.506667e-03
1.494000e-01,7.333334e-03,-6.666667e-04
1.496000e-01,6.666667e-03,3.333333e-03
1.498000e-01,-7.866667e-03,-9.360000e-03
1.500000e-01,-6.066667e-03,-3.946667e-03
1.502000e-01,6.266667e-03,-1.728000e-02
1.504000e-01,8.333334e-03,-1.018667e-02
1.506000e-01,-6.333333e-03,-2.173333e-02
1.508000e-01,7.466667e-03,-1.565333e-02
1.510000e-01,-4.866667e-03,-2.301333e-02
1.512000e-01,-6.733333e-03,-2.336000e-02
1.514000e-01,8.333334e-03,-1.584000e-02
1.516000e-01,-4.600000e-03,-2.010667e-02
1.518000e-01,6.666667e-03,-1.002667e-02
1.520000e-01,-4.733333e-03,-1.554667e-02
1.522000e-01,6.266667e-03,-4.453333e-03
1.524000e-01,-4.866667e-03,-9.253333e-03
1.526000e-01,6.666667e-03,3.173333e-03
1.528000e-01,6.000000e-03,-1.573333e-03
1.530000e-01,-4.600000e-03,6.240000e-03
1.532000e-01,-4.733333e-03,7.120000e-03
1.534000e-01,7.466667e-03,-1.280000e-03
1.536000e-01,8.333334e-03,3.680000e-03
1.538000e-01,-5.533333e-03,-6.586667e-03
1.540000e-01,-5.400000e-03,-2.293333e-03
1.542000e-01,6.133333e-03,-1.314667e-02
1.544000e-01,-8.133333e-03,-8.293333e-03
1.546000e-01,6.000000e-03,-1.816000e-02
1.548000e-01,-1.133333e-02,-1.410667e-02
1.550000e-01,1.140000e-02,-2.520000e-02
1.552000e-01,-1.346667e-02,-2.485333e-02
1.554000e-01,1.460000e-02,-1.248000e-02
1.556000e-01,-1.173333e-02,-1.141333e-02
1.558000e-01,1.326667e-02,-2.346667e-02
1.560000e-01,6.400000e-03,-1.738667e-02
1.562000e-01,-6.600000e-03,-5.680000e-03
1.564000e-01,7.466667e-03,-1.232000e-02
1.566000e-01,-5.666667e-03,-2.133333e-04
1.568000e-01,7.933334e-03,-4.960000e-03
1.570000e-01,-8.000000e-03,6.293333e-03
1.572000e-01,-7.866667e-03,8.240000e-03
1.574000e-01,9.533334e-03,-2.506667e-03
1.576000e-01,9.800000e-03,5.280000e-03
1.578000e-01,-4.333334e-03,-4.800000e-03
1.580000e-01,-5.933333e-03,1.226667e-03
1.582000e-01,6.533334e-03,-9.706667e-03
1.584000e-01,8.600000e-03,-4.906666e-03
1.586000e-01,-4.733333e-03,-1.544000e-02
1.588000e-01,-9.866667e-03,-1.069333e-02
1.590000e-01,1.326667e-02,-2.245333e-02
1.592000e-01,1.326667e-02,-1.192000e-02
1.594000e-01,-1.013333e-02,-2.501333e-02
1.596000e-01,1.813333e-02,-2.392000e-02
1.598000e-01,-9.733333e-03,-1.018667e-02
1.600000e-01,1.446667e-02,-2.189333e-02
1.602000e-01,-1.026667e-02,-6.906667e-03
1.604000e-01,1.340000e-02,-1.498667e-02
1.606000e-01,-1.253333e-02,2.133333e-04
1.608000e-01,-1.266667e-02,-1.109333e-02
1.610000e-01,1.073333e-02,1.786667e-03
1.612000e-01,8.066666e-03,-3.946667e-03
1.614000e-01,-9.066666e-03,4.000000e-03
1.616000e-01,-5.800000e-03,3.626667e-03
1.618000e-01,6.800000e-03,-4.080000e-03
1.620000e-01,5.200000e-03,1.680000e-03
1.622000e-01,-3.800000e-03,-7.626667e-03
1.624000e-01,7.933334e-03,-2.186667e-03
1.626000e-01,-4.066667e-03,-1.272000e-02
1.628000e-01,-6.866667e-03,-9.360000e-03
1.630000e-01,1.260000e-02,-1.872000e-02
1.632000e-01,9.266667e-03,-1.442667e-02
1.634000e-01,-5.800000e-03,-2.133333e-02
1.636000e-01,-5.800000e-03,-2.152000e-02
1.638000e-01,7.666667e-03,-1.264000e-02
1.640000e-01,-5.533333e-03,-2.050667e-02
1.642000e-01,6.133333e-03,-1.093333e-02
1.644000e-01,-5.800000e-03,-1.533333e-02
1.646000e-01,8.466667e-03,-4.506667e-03
1.648000e-01,-5.133334e-03,-1.026667e-02
1.650000e-01,8.600000e-03,0.000000e+00
1.652000e-01,5.733334e-03,-5.413333e-03
1.654000e-01,-6.733333e-03,3.680000e-03
1.656000e-01,8.600000e-03,4.400000e-03
1.658000e-01,-6.200000e-03,-2.560000e-03
1.660000e-01,7.466667e-03,2.053333e-03
1.662000e-01,-3.400000e-03,-5.520000e-03
1.664000e-01,-4.466667e-03,-4.000000e-04
1.666000e-01,1.180000e-02,-1.125333e-02
1.668000e-01,-6.066667e-03,-7.466667e-03
1.670000e-01,6.933333e-03,-1.672000e-02
1.672000e-01,-5.400000e-03,-1.170667e-02
1.674000e-01,6.400000e-03,-1.962667e-02
1.676000e-01,-5.266667e-03,-1.421333e-02
1.678000e-01,7.200000e-03,-2.090667e-02
1.680000e-01,6.266667e-03,-1.994667e-02
1.682000e-01,-4.733333e-03,-1.181333e-02
1.684000e-01,7.666667e-03,-1.744000e-02
1.686000e-01,-5.000000e-03,-7.466667e-03
1.688000e-01,6.666667e-03,-1.210667e-02
1.690000e-01,-9.066666e-03,-7.733333e-04
1.692000e-01,7.666667e-03,-8.693334e-03
1.694000e-01,-5.533333e-03,2.853333e-03
1.696000e-01,7.066667e-03,-3.946667e-03
1.698000e-01,-5.933333e-03,3.680000e-03
1.700000e-01,-4.600000e-03,3.840000e-03
1.702000e-01,6.800000e-03,-5.120000e-03
1.704000e-01,-7.000000e-03,1.493333e-03
1.706000e-01,5.866667e-03,-8.986667e-03
1.708000e-01,5.866667e-03,-2.960000e-03
1.710000e-01,-4.600000e-03,-1.421333e-02
1.712000e-01,-3.533333e-03,-9.360000e-03
1.714000e-01,8.200000e-03,-1.810667e-02
1.716000e-01,7.800000e-03,-1.293333e-02
1.718000e-01,-7.133333e-03,-2.061333e-02
1.720000e-01,-3.400000e-03,-2.034667e-02
1.722000e-01,6.000000e-03,-1.416000e-02
1.724000e-01,-4.200000e-03,-1.816000e-02
1.726000e-01,7.066667e-03,-9.813333e-03
1.728000e-01,-8.133333e-03,-1.386667e-02
1.730000e-01,4.933333e-03,-4.400000e-03
1.732000e-01,4.933333e-03,-7.680000e-03
1.734000e-01,-5.000000e-03,-2.666667e-04
1.736000e-01,7.200000e-03,-4.693334e-03
1.738000e-01,-6.466667e-03,1.786667e-03
1.740000e-01,-3.666667e-03,2.240000e-03
1.742000e-01,6.666667e-03,-4.693334e-03
1.744000e-01,7.466667e-03,2.053333e-03
1.746000e-01,-3.800000e-03,-8.533333e-03
1.748000e-01,6.266667e-03,-2.853333e-03
1.750000e-01,-5.400000e-03,-1.165333e-02
1.752000e-01,-4.733333e-03,-6.906667e-03
1.754000e-01,6.000000e-03,-1.549333e-02
1.756000e-01,7.066667e-03,-1.136000e-02
1.758000e-01,-5.266667e-03,-1.962667e-02
1.760000e-01,-4.200000e-03,-1.917333e-02
1.762000e-01,6.133333e-03,-1.360000e-02
1.764000e-01,-5.533333e-03,-1.890667e-02
1.766000e-01,5.866667e-03,-1.088000e-02
1.768000e-01,6.666667e-03,-1.554667e-02
1.770000e-01,-5.800000e-03,-6.960000e-03
1.772000e-01,-4.333334e-03,-1.114667e-02
1.774000e-01,6.800000e-03,-1.440000e-03
1.776000e-01,-6.066667e-03,-6.853333e-03
1.778000e-01,8.866667e-03,4.533333e-04
1.780000e-01,-3.666667e-03,1.386667e-03
1.782000e-01,5.866667e-03,-4.240000e-03
1.784000e-01,7.466667e-03,2.400000e-03
1.786000e-01,-3.800000e-03,-6.026667e-03
1.788000e-01,6.800000e-03,-5.600000e-04
1.790000e-01,-5.400000e-03,-9.653334e-03
1.792000e-01,-3.933333e-03,-5.680000e-03
1.794000e-01,1.073333e-02,-1.437333e-02
1.796000e-01,-1.320000e-02,-9.306666e-03
1.798000e-01,9.400000e-03,-2.184000e-02
1.800000e-01,-1.226667e-02,-2.264000e-02
1.802000e-01,1.586667e-02,-9.520000e-03
1.804000e-01,-1.320000e-02,-2.146667e-02
1.806000e-01,1.380000e-02,-9.093333e-03
1.808000e-01,-7.400000e-03,-1.901333e-02
1.810000e-01,1.286667e-02,-8.240000e-03
1.812000e-01,1.086667e-02,-1.253333e-02
1.814000e-01,-4.866667e-03,-3.893333e-03
1.816000e-01,-4.466667e-03,-8.133333e-03
1.818000e-01,6.800000e-03,2.720000e-03
1.820000e-01,-4.733333e-03,-5.920000e-03
1.822000e-01,6.266667e-03,1.440000e-03
1.824000e-01,-6.866667e-03,2.293333e-03
1.826000e-01,7.200000e-03,-6.346667e-03
1.828000e-01,7.800000e-03,-4.000000e-04
1.830000e-01,-6.200000e-03,-8.746667e-03
1.832000e-01,7.666667e-03,-4.640000e-03
1.834000e-01,-6.333333e-03,-1.333333e-02
1.836000e-01,8.200000e-03,-9.146667e-03
1.838000e-01,-7.533333e-03,-1.712000e-02
1.840000e-01,-3.933333e-03,-1.074667e-02
1.842000e-01,6.933333e-03,-1.845333e-02
1.844000e-01,-8.000000e-03,-1.186667e-02
1.846000e-01,5.733334e-03,-1.850667e-02
1.848000e-01,7.466667e-03,-1.688000e-02
1.850000e-01,-6.866667e-03,-9.760000e-03
1.852000e-01,6.666667e-03,-1.416000e-02
1.854000e-01,-5.933333e-03,-6.746667e-03
1.856000e-01,-9.333333e-03,-9.600000e-03
1.858000e-01,6.933333e-03,0.000000e+00
1.860000e-01,8.066666e-03,-6.293333e-03
1.862000e-01,-6.066667e-03,4.000000e-04
1.864000e-01,-8.266667e-03,1.013333e-03
1.866000e-01,6.800000e-03,-6.133333e-03
1.868000e-01,-9.333333e-03,-1.600000e-04
1.870000e-01,8.333334e-03,-8.373333e-03
1.872000e-01,6.533334e-03,-3.733333e-03
1.874000e-01,-8.000000e-03,-1.170667e-02
1.876000e-01,8.200000e-03,-6.240000e-03
1.878000e-01,-5.800000e-03,-1.677333e-02
1.880000e-01,-3.666667e-03,-1.053333e-02
1.882000e-01,6.800000e-03,-1.856000e-02
1.884000e-01,8.866667e-03,-1.816000e-02
1.886000e-01,-4.066667e-03,-1.165333e-02
1.888000e-01,8.600000e-03,-1.784000e-02
1.890000e-01,-7.533333e-03,-1.080000e-02
1.892000e-01,6.666667e-03,-1.576000e-02
1.894000e-01,-5.533333e-03,-7.013333e-03
1.896000e-01,-4.200000e-03,-1.141333e-02
1.898000e-01,4.000000e-03,-7.626667e-03
