time,temp,duty
1774232903.4649112,24.25029602050781,50.0
1774232903.5276253,23.832797241210937,50.0
1774232903.5908036,24.14777526855469,50.0
1774232903.6535852,24.139044189453124,50.0
1774232903.7175014,24.076617431640624,50.0
1774232903.7783117,24.299789428710938,50.0
1774232903.8401887,23.960739135742188,50.0
1774232903.903741,24.2371826171875,50.0
1774232903.9665396,24.176473999023436,50.0
1774232904.0288363,24.22391357421875,50.0
1774232904.0909336,24.051556396484376,50.0
1774232904.139068,24.225131225585937,50.0
1774232904.2012758,23.927902221679688,50.0
1774232904.2641754,24.23834228515625,50.0
1774232904.3268635,24.185052490234376,50.0
1774232904.3892827,24.23145751953125,50.0
1774232904.4520435,24.38756408691406,50.0
1774232904.515766,24.259661865234374,50.0
1774232904.5789042,24.41895751953125,50.0
1774232904.6402133,24.232403564453126,50.0
1774232904.7043602,24.2255126953125,50.0
1774232904.766798,24.3162841796875,50.0
1774232904.8286827,24.415603637695312,50.0
1774232904.8910785,24.291510009765624,50.0
1774232904.9525833,24.537600708007812,50.0
1774232905.0156388,24.189712524414062,50.0
1774232905.0774302,24.249627685546876,50.0
1774232905.1532762,24.396182250976562,50.0
1774232905.2157383,24.191043090820312,50.0
1774232905.2784076,24.44377746582031,50.0
1774232905.3409276,24.282168579101562,50.0
1774232905.402422,24.466583251953125,50.0
1774232905.4660826,24.33719482421875,50.0
1774232905.5293128,24.937887573242186,50.0
1774232905.5765178,24.553982543945313,50.0
1774232905.65393,24.58326110839844,50.0
1774232905.7156675,24.413043212890624,50.0
1774232905.7790942,24.539752197265624,50.0
1774232905.8412137,24.50715026855469,50.0
1774232905.9039638,24.4732666015625,50.0
1774232905.966557,24.424261474609374,50.0
1774232906.044432,24.31743469238281,50.0
1774232906.105085,24.304901123046875,50.0
1774232906.1661446,23.98896484375,50.0
1774232906.2282224,24.403439331054688,50.0
1774232906.291108,24.322787475585937,50.0
1774232906.3533404,24.460958862304686,50.0
1774232906.4159174,24.35401611328125,50.0
1774232906.4791796,24.998748779296875,50.0
1774232906.541402,24.442413330078125,50.0
1774232906.6034608,24.608563232421876,50.0
1774232906.6648934,24.45812072753906,50.0
1774232906.7276032,24.80667724609375,50.0
1774232906.789456,24.34123840332031,50.0
1774232906.8525271,24.202587890625,50.0
1774232906.9160047,24.45673522949219,50.0
1774232906.9784107,24.500454711914063,50.0
1774232907.040457,24.482113647460938,50.0
1774232907.1031647,24.47899475097656,50.0
1774232907.1654596,24.46788635253906,50.0
1774232907.22836,24.625973510742188,50.0
1774232907.290853,24.679104614257813,50.0
1774232907.353115,24.731781005859375,50.0
1774232907.414164,24.599676513671874,50.0
1774232907.478024,24.761822509765626,50.0
1774232907.5403626,24.61742248535156,50.0
1774232907.60188,24.25509033203125,50.0
1774232907.6644027,24.649935913085937,50.0
1774232907.7253017,24.17560729980469,50.0
1774232907.7889376,25.021466064453126,50.0
1774232907.8521326,24.660061645507813,50.0
1774232907.913627,25.222573852539064,50.0
1774232907.9746656,24.711392211914063,50.0
1774232908.0377371,24.92662353515625,50.0
1774232908.099644,24.740728759765624,50.0
1774232908.163517,24.938583374023438,50.0
1774232908.2272909,24.985208129882814,50.0
1774232908.291109,24.813323974609375,50.0
1774232908.3554053,24.6863037109375,50.0
1774232908.4174476,24.826785278320312,50.0
1774232908.478719,24.56446228027344,50.0
1774232908.5429807,24.768597412109376,50.0
1774232908.6052613,24.306219482421874,50.0
1774232908.6684299,24.611669921875,50.0
1774232908.7308733,24.450057983398438,50.0
1774232908.794329,24.586474609375,50.0
1774232908.8557587,24.707843017578124,50.0
1774232908.919098,24.784906005859376,50.0
1774232908.9808593,24.786898803710937,50.0
1774232909.0443015,24.495367431640624,50.0
1774232909.1067965,24.815609741210938,50.0
1774232909.1702049,24.68407287597656,50.0
1774232909.2179084,24.745523071289064,50.0
1774232909.2809727,24.704745483398437,50.0
1774232909.345203,24.711572265625,50.0
1774232909.408074,24.630792236328126,50.0
1774232909.4704192,24.754129028320314,50.0
1774232909.5331,25.051052856445313,50.0
1774232909.5957298,24.26160888671875,50.0
1774232909.6575778,24.714694213867187,50.0
1774232909.7202094,24.952865600585938,50.0
1774232909.7842834,24.575924682617188,50.0
1774232909.8452585,24.264923095703125,50.0
1774232909.9077966,24.538262939453126,50.0
1774232909.9708982,24.738888549804688,50.0
1774232910.033347,24.868817138671876,50.0
1774232910.0948524,24.739678955078126,50.0
1774232910.157614,25.10832824707031,50.0
1774232910.221195,24.839987182617186,50.0
1774232910.2819016,25.01402587890625,50.0
1774232910.3443837,24.9168701171875,50.0
1774232910.406827,24.979498291015624,50.0
1774232910.4686751,25.259951782226562,50.0
1774232910.5309236,25.134954833984374,50.0
1774232910.593131,24.917703247070314,50.0
1774232910.6571085,25.062313842773438,50.0
1774232910.718156,25.59193115234375,50.0
1774232910.7808828,25.360406494140626,50.0
1774232910.8451931,24.769097900390626,50.0
1774232910.9081526,25.03065185546875,50.0
1774232910.9693775,24.95105895996094,50.0
1774232911.0318491,25.049722290039064,50.0
1774232911.0944233,24.915118408203124,50.0
1774232911.1566234,25.048736572265625,50.0
1774232911.2180197,24.9526123046875,50.0
1774232911.28024,24.557745361328124,50.0
1774232911.342148,24.95032653808594,50.0
1774232911.4050105,24.949542236328124,50.0
1774232911.4676766,25.295074462890625,50.0
1774232911.5441072,24.98591003417969,50.0
1774232911.6076424,24.7966064453125,50.0
1774232911.6847644,25.0449951171875,50.0
1774232911.7478077,24.861782836914063,50.0
1774232911.824661,25.098626708984376,50.0
1774232911.888018,24.70732421875,50.0
1774232911.9502046,24.85328369140625,50.0
1774232912.0118058,24.948733520507812,50.0
1774232912.074427,24.876345825195312,50.0
1774232912.1368923,24.989120483398438,50.0
1774232912.19952,24.964398193359376,50.0
1774232912.2637372,24.989376831054688,50.0
1774232912.3249614,25.105621337890625,50.0
1774232912.3734992,24.703631591796874,50.0
1774232912.4506524,24.59688720703125,50.0
1774232912.5120754,25.336581420898437,50.0
1774232912.5755556,24.705401611328124,50.0
1774232912.6378722,24.7702392578125,50.0
1774232912.6995072,24.865118408203124,50.0
1774232912.761275,24.936419677734374,50.0
1774232912.8242512,24.995623779296874,50.0
1774232912.886697,24.918984985351564,50.0
1774232912.948957,25.00835266113281,50.0
1774232913.012028,25.28118896484375,50.0
1774232913.0736723,24.984930419921874,50.0
1774232913.135866,25.211343383789064,50.0
1774232913.199529,25.056475830078124,50.0
1774232913.261185,25.28077392578125,50.0
1774232913.324082,25.15082702636719,50.0
1774232913.3878877,24.944635009765626,50.0
1774232913.4485629,25.070025634765624,50.0
1774232913.5102103,25.259539794921874,50.0
1774232913.572595,25.137017822265626,50.0
1774232913.6337962,25.103982543945314,50.0
1774232913.6954322,25.163641357421874,50.0
1774232913.757744,24.975738525390625,50.0
1774232913.8209386,25.2010498046875,50.0
1774232913.8840199,25.081884765625,50.0
1774232913.9485083,24.990579223632814,50.0
1774232914.0110774,25.073388671875,50.0
1774232914.0732124,25.00043640136719,50.0
1774232914.1369472,25.237411499023438,50.0
1774232914.1985867,25.02696533203125,50.0
1774232914.2612405,25.123959350585938,50.0
1774232914.3230183,25.045547485351562,50.0
1774232914.3853157,25.1972412109375,50.0
1774232914.4465961,25.776406860351564,50.0
1774232914.5104861,25.370223999023438,50.0
1774232914.5718489,25.337265014648438,50.0
1774232914.634607,25.401632690429686,50.0
1774232914.6965451,25.087213134765626,50.0
1774232914.7609372,25.33521728515625,50.0
1774232914.8223424,24.866131591796876,50.0
1774232914.8851721,25.2955078125,50.0
1774232914.9483926,25.08161315917969,50.0
1774232915.0127273,25.103659057617186,50.0
1774232915.0756142,25.27628173828125,50.0
1774232915.1373088,25.791287231445313,50.0
1774232915.2002044,25.555352783203126,50.0
1774232915.2612765,25.204684448242187,50.0
1774232915.323882,25.342794799804686,50.0
1774232915.385304,25.49022216796875,50.0
1774232915.4494126,25.54462585449219,50.0
1774232915.5112438,25.421023559570312,50.0
1774232915.5745592,25.22059020996094,50.0
1774232915.6366127,25.385040283203125,50.0
1774232915.700077,25.471664428710938,50.0
1774232915.7612932,25.171524047851562,50.0
1774232915.8243294,25.123947143554688,50.0
1774232915.8862255,25.526763916015625,50.0
1774232915.9482985,24.940219116210937,50.0
1774232916.0111487,25.2493896484375,50.0
1774232916.074299,25.090591430664062,50.0
1774232916.1374414,25.055465698242188,50.0
1774232916.2000854,25.317010498046876,50.0
1774232916.2630026,25.114932250976562,50.0
1774232916.3251817,25.319094848632812,50.0
1774232916.3890903,25.367794799804688,50.0
1774232916.4531033,25.29207763671875,50.0
1774232916.5153418,25.87059326171875,50.0
1774232916.5791912,24.968695068359374,50.0
1774232916.640345,25.38057861328125,50.0
1774232916.703048,25.29580078125,50.0
1774232916.763325,25.45418701171875,50.0
1774232916.8405998,25.9341796875,50.0
1774232916.889442,25.59996337890625,50.0
1774232916.9523883,25.40601806640625,50.0
1774232917.013757,25.626980590820313,50.0
1774232917.0922153,25.47607421875,50.0
1774232917.1545227,25.55155029296875,50.0
1774232917.2173297,25.340875244140626,50.0
1774232917.2798603,25.390966796875,50.0
1774232917.342975,25.52784423828125,50.0
1774232917.4060414,25.309017944335938,50.0
1774232917.4685323,25.048583984375,50.0
1774232917.5308115,25.712741088867187,50.0
1774232917.5945358,25.620932006835936,50.0
1774232917.6566248,25.151510620117186,50.0
1774232917.7187734,25.17144775390625,50.0
1774232917.7807693,25.10120849609375,50.0
1774232917.842236,25.209295654296874,50.0
1774232917.906461,25.15355224609375,50.0
1774232917.9699075,25.217767333984376,50.0
1774232918.0312955,25.177029418945313,50.0
1774232918.093695,25.498550415039062,50.0
1774232918.156017,25.224993896484374,50.0
1774232918.219551,25.4703125,50.0
1774232918.2805772,25.820855712890626,50.0
1774232918.3423088,25.517059326171875,50.0
1774232918.4050732,25.613714599609374,50.0
1774232918.4668314,25.540753173828126,50.0
1774232918.5299194,25.63623962402344,50.0
1774232918.5933998,25.21529541015625,50.0
1774232918.65566,25.30093994140625,50.0
1774232918.7179525,25.409173583984376,50.0
1774232918.781056,25.413232421875,50.0
1774232918.8421593,25.386895751953126,50.0
1774232918.905506,25.43427734375,50.0
1774232918.9677045,25.441317749023437,50.0
1774232919.03126,25.28197326660156,50.0
1774232919.0944896,25.526510620117186,50.0
1774232919.1562648,25.232278442382814,50.0
1774232919.2177324,25.34443054199219,50.0
1774232919.2804818,25.7792236328125,50.0
1774232919.3417165,25.462985229492187,50.0
1774232919.419487,25.54859619140625,50.0
1774232919.4822156,25.4021484375,50.0
1774232919.5294979,25.603582763671874,50.0
1774232919.5931256,25.741030883789062,50.0
1774232919.6556203,25.904812622070313,50.0
1774232919.7171552,25.614117431640626,50.0
1774232919.7937648,25.709121704101562,50.0
1774232919.8578994,25.532058715820312,50.0
1774232919.920427,25.526666259765626,50.0
1774232919.9828532,25.852212524414064,50.0
1774232920.060451,25.43388671875,50.0
1774232920.121129,25.083978271484376,50.0
1774232920.1840184,26.162619018554686,50.0
1774232920.2325397,25.759420776367186,50.0
1774232920.2960315,25.758395385742187,50.0
1774232920.373009,25.36085205078125,50.0
1774232920.4344,26.044195556640624,50.0
1774232920.4977286,25.390261840820312,50.0
1774232920.5595374,25.611422729492187,50.0
1774232920.621348,25.5070556640625,50.0
1774232920.6844087,26.28516845703125,50.0
1774232920.7482774,25.889129638671875,50.0
1774232920.795733,26.181353759765624,50.0
1774232920.8577864,26.03424987792969,50.0
1774232920.9340723,25.748822021484376,50.0
1774232920.998244,25.790606689453124,50.0
1774232921.0592651,25.720745849609376,50.0
1774232921.121996,25.553265380859376,50.0
1774232921.1832736,25.62557373046875,50.0
1774232921.2448194,25.506594848632812,50.0
1774232921.307402,25.458438110351562,50.0
1774232921.3701587,25.992385864257812,50.0
1774232921.4330857,25.954055786132812,50.0
1774232921.4968889,25.4747802734375,50.0
1774232921.5605857,25.451983642578124,50.0
1774232921.6075559,25.504248046875,50.0
1774232921.6704853,25.47830810546875,50.0
1774232921.7336555,25.544406127929687,50.0
1774232921.7961173,25.449258422851564,50.0
1774232921.857969,25.7218017578125,50.0
1774232921.935037,25.41531982421875,50.0
1774232921.9978113,25.73584899902344,50.0
1774232922.0602038,25.877175903320314,50.0
1774232922.1065276,25.4837646484375,50.0
1774232922.16927,25.67994079589844,50.0
1774232922.2331991,25.706484985351562,50.0
1774232922.2968152,25.706704711914064,50.0
1774232922.357993,25.7470703125,50.0
1774232922.4194136,25.334487915039062,50.0
1774232922.4854908,25.581378173828124,50.0
1774232922.7010705,25.723516845703124,50.0
1774232922.753911,25.862655639648438,50.0
1774232922.8337781,25.653720092773437,50.0
1774232922.8902383,25.505758666992186,50.0
1774232922.930967,25.76758728027344,50.0
1774232923.0009003,25.957394409179688,50.0
1774232923.0630403,25.9515380859375,50.0
1774232923.2823007,25.826748657226563,50.0
1774232923.362185,26.1345458984375,50.0
1774232923.4208338,25.865023803710937,50.0
1774232923.4869616,26.057620239257812,50.0
1774232923.5474555,25.976730346679688,50.0
1774232923.611139,26.02818603515625,50.0
1774232923.6712723,25.793292236328124,50.0
1774232923.7325256,25.70413818359375,50.0
1774232923.8022382,25.801364135742187,50.0
1774232923.8608088,25.7452392578125,50.0
1774232923.923893,25.808203125,50.0
1774232923.9870253,25.814431762695314,50.0
1774232924.0561209,25.823159790039064,50.0
1774232924.120176,25.743246459960936,50.0
1774232924.3066008,25.434353637695313,50.0
1774232924.3709745,25.837896728515624,50.0
1774232924.436393,25.583883666992186,50.0
1774232924.4999547,25.659735107421874,50.0
1774232924.566554,25.95521240234375,50.0
1774232924.6308825,25.778903198242187,50.0
1774232924.7011611,25.66877136230469,50.0
1774232924.7411804,25.68055114746094,50.0
1774232924.816777,25.552301025390626,50.0
1774232924.8809597,25.79114990234375,50.0
1774232924.9442236,25.617050170898438,50.0
1774232925.0009885,25.707330322265626,50.0
1774232925.0513217,25.754327392578126,50.0
1774232925.1112876,25.758380126953124,50.0
1774232925.1811376,25.509335327148438,50.0
1774232925.250832,25.642929077148438,50.0
1774232925.3200758,25.680938720703125,50.0
1774232925.3708012,25.2641357421875,50.0
1774232925.4329398,25.401873779296874,50.0
1774232925.5034304,25.529580688476564,50.0
1774232925.5711236,25.875433349609374,50.0
1774232925.630923,25.46708984375,50.0
1774232925.6940565,25.84093017578125,50.0
1774232925.742492,25.926742553710938,50.0
1774232925.8058856,25.9852294921875,50.0
1774232925.870847,26.083035278320313,50.0
1774232925.932465,25.35260925292969,50.0
1774232926.0009136,25.852871704101563,50.0
1774232926.060949,26.609237670898438,50.0
1774232926.111162,26.292324829101563,50.0
1774232926.1735425,26.29896240234375,50.0
1774232926.2337708,26.135702514648436,50.0
1774232926.3011944,26.11139831542969,50.0
1774232926.3711426,26.359805297851562,50.0
1774232926.4309733,26.105014038085937,50.0
1774232926.5011227,26.163632202148438,50.0
1774232926.563188,25.890277099609374,50.0
1774232926.6211002,25.83687744140625,50.0
1774232926.671062,25.981704711914062,50.0
1774232926.7400835,25.64989013671875,50.0
1774232926.8010209,25.89630126953125,50.0
1774232926.8610725,25.943792724609374,50.0
1774232926.9402287,25.652371215820313,50.0
1774232927.0013077,25.929122924804688,50.0
1774232927.0609012,25.62053527832031,50.0
1774232927.1312683,25.89678039550781,50.0
1774232927.2026944,25.8839111328125,50.0
1774232927.422293,25.867593383789064,50.0
1774232927.5052798,25.99720153808594,50.0
1774232927.5730329,26.212319946289064,50.0
1774232927.635984,25.585699462890624,50.0
1774232927.696499,25.941159057617188,50.0
1774232927.7609148,26.06633605957031,50.0
1774232927.8121536,25.90997314453125,50.0
1774232927.8812318,25.946823120117188,50.0
1774232927.941145,25.674090576171874,50.0
1774232928.0112302,26.009228515625,50.0
1774232928.0727203,26.00145263671875,50.0
1774232928.1333165,26.105874633789064,50.0
1774232928.1970673,25.89356689453125,50.0
1774232928.2613204,26.006655883789062,50.0
1774232928.321426,26.004885864257812,50.0
1774232928.382745,26.002505493164062,50.0
1774232928.452555,25.72703857421875,50.0
1774232928.5126114,25.683929443359375,50.0
1774232928.5761817,25.876336669921876,50.0
1774232928.6335576,25.84609375,50.0
1774232928.7032332,25.870074462890624,50.0
1774232928.7704964,25.8807861328125,50.0
1774232928.8310304,26.02192077636719,50.0
1774232928.8934836,26.402938842773438,50.0
1774232928.9606476,26.371478271484374,50.0
1774232929.02108,26.15938720703125,50.0
1774232929.081032,26.22213134765625,50.0
1774232929.1432967,25.961126708984374,50.0
1774232929.1931024,26.1465087890625,50.0
1774232929.251087,26.12542724609375,50.0
1774232929.3210812,26.426153564453124,50.0
1774232929.3884287,26.027215576171876,50.0
1774232929.4526515,25.877349853515625,50.0
1774232929.5135217,26.220181274414063,50.0
1774232929.5711234,26.187823486328124,50.0
1774232929.6400406,26.12891540527344,50.0
1774232929.7064688,25.947802734375,50.0
1774232929.850947,25.828939819335936,50.0
1774232929.9326744,25.79560241699219,50.0
1774232930.002567,26.006881713867188,50.0
1774232930.0737677,25.981295776367187,50.0
1774232930.288907,25.896090698242187,50.0
1774232930.3743734,25.604595947265626,50.0
1774232930.4372168,26.3068115234375,50.0
1774232930.4992087,26.353207397460938,50.0
1774232930.5634484,26.098187255859376,50.0
1774232930.629982,26.30604248046875,50.0
1774232930.690354,26.317770385742186,50.0
1774232930.7511158,26.157244873046874,50.0
1774232930.8210628,26.15009460449219,50.0
1774232930.8739452,26.341693115234374,50.0
1774232930.9411902,25.91265869140625,50.0
1774232931.004564,26.120773315429688,50.0
1774232931.25654,26.39629211425781,50.0
1774232931.3283632,26.001824951171876,50.0
1774232931.401963,25.897488403320313,50.0
1774232931.4543076,26.165939331054688,50.0
1774232931.5240462,26.259698486328126,50.0
1774232931.570859,26.133456420898437,50.0
1774232931.644143,25.88642272949219,50.0
1774232931.7178824,26.088546752929688,50.0
1774232931.772567,26.034002685546874,50.0
1774232931.843395,26.191217041015626,50.0
1774232931.8911023,25.974533081054688,50.0
1774232932.0709522,26.591595458984376,50.0
1774232932.1291494,26.479019165039062,50.0
1774232932.1975822,26.281149291992186,50.0
1774232932.259549,26.363461303710938,50.0
1774232932.3282292,26.362716674804688,50.0
1774232932.3778954,26.299514770507812,50.0
1774232932.4430866,26.101593017578125,50.0
1774232932.5012648,26.289627075195312,50.0
1774232932.574499,26.1541748046875,50.0
1774232932.6411166,26.246331787109376,50.0
1774232932.7022517,26.14169921875,50.0
1774232932.7635229,26.330789184570314,50.0
1774232932.8210857,26.072628784179688,50.0
1774232932.8935566,26.25208740234375,50.0
1774232932.95272,25.8810302734375,50.0
1774232933.0310628,25.938922119140624,50.0
1774232933.0928297,26.045770263671876,50.0
1774232933.3345087,26.121282958984374,50.0
1774232933.397902,25.879254150390626,50.0
1774232933.4519176,25.957965087890624,50.0
1774232933.5337439,26.19361267089844,50.0
1774232933.5857923,26.418426513671875,50.0
1774232933.6482584,26.337893676757812,50.0
1774232933.7011638,26.414974975585938,50.0
1774232933.780427,26.497918701171876,50.0
1774232933.8331404,26.220574951171876,50.0
1774232933.9102323,26.413531494140624,50.0
1774232933.9612162,26.277099609375,50.0
1774232934.0193715,26.404742431640624,50.0
1774232934.10471,26.282623291015625,50.0
1774232934.1629303,26.314242553710937,50.0
1774232934.218704,26.49122009277344,50.0
1774232934.2767818,26.047683715820312,50.0
1774232934.335814,26.749923706054688,50.0
1774232934.5352473,26.294955444335937,50.0
1774232934.591809,26.2984619140625,50.0
1774232934.655755,26.312130737304688,50.0
1774232934.7123303,26.228793334960937,50.0
1774232934.7934365,25.946893310546876,50.0
1774232934.8451285,26.139645385742188,50.0
1774232934.8971074,26.100997924804688,50.0
1774232934.9657354,25.879177856445313,50.0
1774232935.0411205,26.037033081054688,50.0
1774232935.1083016,26.148886108398436,50.0
1774232935.161002,26.149188232421874,50.0
1774232935.2209852,25.962612915039063,50.0
1774232935.281011,25.895126342773438,50.0
1774232935.34375,26.344000244140624,50.0
1774232935.4049613,26.156109619140626,50.0
1774232935.481175,25.703628540039062,50.0
1774232935.5330102,26.021823120117187,50.0
1774232935.5909555,26.2076416015625,50.0
1774232935.659906,26.35401611328125,50.0
1774232935.7131617,26.190277099609375,50.0
1774232935.797485,26.18812255859375,50.0
1774232935.8512695,25.835208129882812,50.0
1774232935.9119115,26.199432373046875,50.0
1774232935.9688115,26.288055419921875,50.0
1774232936.0429819,26.106338500976562,50.0
1774232936.0909822,26.096371459960938,50.0
1774232936.1532547,26.156732177734376,50.0
1774232936.2129114,26.349127197265624,50.0
1774232936.2746277,26.20489501953125,50.0
1774232936.3311381,26.17272033691406,50.0
1774232936.4128847,26.324786376953124,50.0
1774232936.4674473,26.198507690429686,50.0
1774232936.520937,26.382513427734374,50.0
