Timestamp_Unix,Time_Elapsed_s,Primary_Temp_C,Secondary_Temp_C,Setpoint_C,Duty_Cycle_Pct,Control_Mode,KP,KI,KD
1774254943.5870204,299.463,-9999.000000,22.014088,26.0,100.0000,LOW,0.2,0.005,0.0
1774254943.6462092,299.522,-9999.000000,22.011758,26.0,100.0000,LOW,0.2,0.005,0.0
1774254943.715874,299.591,-9999.000000,22.009431,26.0,100.0000,LOW,0.2,0.005,0.0
1774254943.774941,299.651,-9999.000000,22.007879,26.0,100.0000,LOW,0.2,0.005,0.0
1774254943.834628,299.710,-9999.000000,22.012923,26.0,100.0000,LOW,0.2,0.005,0.0
1774254943.8873537,299.763,-9999.000000,22.012148,26.0,100.0000,LOW,0.2,0.005,0.0
1774254943.9545677,299.830,-9999.000000,22.013701,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.0175269,299.893,-9999.000000,22.012536,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.0837939,299.959,-9999.000000,22.008266,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.1442657,300.020,-9999.000000,22.006714,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.2078805,300.083,-9999.000000,22.009431,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.274952,300.151,-9999.000000,22.012148,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.3343596,300.210,-9999.000000,22.012536,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.394354,300.270,-9999.000000,22.007488,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.4648762,300.340,-9999.000000,22.008653,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.5266526,300.402,-9999.000000,22.005936,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.5949054,300.470,-9999.000000,22.007879,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.6342907,300.510,-9999.000000,22.011371,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.7062445,300.582,-9999.000000,22.012536,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.76702,300.643,-9999.000000,22.011371,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.8263333,300.702,-9999.000000,22.005936,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.8964717,300.772,-9999.000000,22.005161,26.0,100.0000,LOW,0.2,0.005,0.0
1774254944.9546,300.830,-9999.000000,22.008653,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.024789,300.900,-9999.000000,22.010593,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.0880263,300.964,-9999.000000,22.010593,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.1541352,301.030,-9999.000000,22.010593,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.216067,301.092,-9999.000000,22.006326,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.2705505,301.146,-9999.000000,22.009431,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.3244014,301.200,-9999.000000,22.004384,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.3921247,301.268,-9999.000000,22.008653,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.4560118,301.332,-9999.000000,22.010983,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.5144007,301.390,-9999.000000,22.009818,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.583479,301.459,-9999.000000,22.005161,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.646041,301.522,-9999.000000,22.003996,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.706639,301.582,-9999.000000,22.005549,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.7748451,301.650,-9999.000000,22.009041,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.8349178,301.710,-9999.000000,22.008266,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.895766,301.771,-9999.000000,22.003219,26.0,100.0000,LOW,0.2,0.005,0.0
1774254945.9677913,301.843,-9999.000000,22.004771,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.0282376,301.904,-9999.000000,22.002831,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.074985,301.951,-9999.000000,22.002831,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.1561778,302.032,-9999.000000,22.008266,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.2048738,302.080,-9999.000000,22.008266,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.2669408,302.143,-9999.000000,22.007101,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.3342423,302.210,-9999.000000,22.004384,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.3873193,302.263,-9999.000000,22.007101,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.4555666,302.331,-9999.000000,22.002444,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.524543,302.400,-9999.000000,22.006714,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.5849495,302.461,-9999.000000,22.006714,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.6450038,302.521,-9999.000000,22.002831,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.7144413,302.590,-9999.000000,22.001666,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.7759857,302.652,-9999.000000,22.003996,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.8349886,302.711,-9999.000000,22.005549,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.8963444,302.772,-9999.000000,22.003996,26.0,100.0000,LOW,0.2,0.005,0.0
1774254946.968074,302.844,-9999.000000,22.004384,26.0,100.0000,LOW,0.2,0.005,0.0
1774254947.0338082,302.909,-9999.000000,22.000892,26.0,100.0000,LOW,0.2,0.005,0.0
1774254947.0954235,302.971,-9999.000000,22.001666,26.0,100.0000,LOW,0.2,0.005,0.0
1774254947.1563618,303.032,-9999.000000,22.003609,26.0,100.0000,LOW,0.2,0.005,0.0
1774254947.2242472,303.100,-9999.000000,22.005936,26.0,100.0000,LOW,0.2,0.005,0.0
