u_duty,y_temp,d_amb
0.4969673833542778,30.1146114612381,21.847619286115446
0.4531619027399232,30.115438967017838,21.844906462965866
0.5032201930069171,30.112959595631594,21.843352100459185
0.5307741193050614,30.110068124859424,21.84180067930714
0.48181842204829844,30.112959595631594,21.841026438313634
0.44910512271446335,30.08529155347162,21.838697862748916
0.4603581231486633,30.112135235744915,21.838697862748916
0.48406910338578846,30.111719936153406,21.837533582212018
0.5102120177249958,30.110895587886887,21.837533582212018
0.5237466364737431,30.118330614414788,21.838697862748916
0.5048327665350465,30.110068124859424,21.838697862748916
0.4795364386701505,30.10965595750116,21.841026438313634
0.4622451571818182,30.10965595750116,21.84180067930714
0.4487501936028721,30.109243792074324,21.841413558543195
0.45969196976245674,30.10965595750116,21.846067841335298
0.48395002100083523,30.109243792074324,21.847232157312476
0.4958631939559533,30.10717674913849,21.851112267937367
0.5140888406633746,30.107592027279736,21.85382808411555
0.5196214435590087,30.109243792074324,21.854215222047912
0.5024222081340793,30.10635244344735,21.8580954295997
0.4934556542261243,30.10717674913849,21.86042123367531
0.4824250203822513,30.10676459532749,21.862362840328217
0.45393421983154736,30.122459027497996,21.865465919523785
0.4513379161501543,30.10552502315312,21.86701747208417
0.462526911372892,30.107592027279736,21.87012060314953
0.44938409529265505,30.095200096567567,21.871672181662404
0.4651770017025967,30.105937171157223,21.87244944069414
0.4991801183038522,30.10470073293658,21.87516546479486
0.4941640787107929,30.105937171157223,21.87555263237971
0.4865770129235479,30.104285468441844,21.8763269691687
0.5249634461512003,30.10470073293658,21.877491411511528
0.5255089074522549,30.10470073293658,21.87671707147507
0.4877537061661318,30.105937171157223,21.87710424122332
0.48446021163028646,30.110068124859424,21.8763269691687
0.4993031287220039,30.10552502315312,21.87826868682663
0.4807251247076677,30.118330614414788,21.877878582339804
0.4512581515784531,30.110895587886887,21.87865585873925
0.4404792867144207,30.104285468441844,21.877878582339804
0.4522204641046651,30.104285468441844,21.87865585873925
0.4700985361628439,30.104285468441844,21.877878582339804
0.45967754368984703,30.10470073293658,21.87710424122332
0.44103236033262627,30.10552502315312,21.87710424122332
0.45936731538529363,30.104285468441844,21.87593980050434
0.49114426267286543,30.103873328174245,21.87555263237971
0.5015903366773401,30.103873328174245,21.87400103220466
0.5028641998360684,30.103461189836935,21.873223768833952
0.49239697925590487,30.103873328174245,21.872059344380148
0.48689537720870196,30.104285468441844,21.871285019483764
0.5164426036166351,30.103461189836935,21.871672181662404
0.5275429007497594,30.104285468441844,21.87012060314953
0.4897544867670546,30.103873328174245,21.869346283650998
0.4837050637917798,30.1030490534298,21.866240228227582
0.4712022996124448,30.104285468441844,21.86701747208417
0.45395284063367664,30.119567244283132,21.866630316382498
0.4778805517485267,30.094375903032414,21.863524291254862
0.48998760598096963,30.103461189836935,21.86042123367531
0.4500145814886116,30.112547414722314,21.858869717832874
0.42934486276457257,30.111307761054263,21.854602360516594
0.4467490708052155,30.118330614414788,21.85266374068732
