u,y,d
0.6621574294263732,34.7323782486838,21.802237930693366
0.6420823795484603,34.73194000334297,21.80301206520653
0.6166936112865211,34.732816496924045,21.803789134172803
0.5887279685324803,34.73369632222051,21.803402065591342
0.5670722121802747,34.733258068159216,21.80417620328268
0.5401836780466285,34.73413457918144,21.804566205268827
0.5122376985669586,34.73545268766901,21.803789134172803
0.4868889381712532,34.73545268766901,21.804566205268827
0.4607606682474628,34.735890956251694,21.804566205268827
0.4383390830377947,34.735014421986364,21.804566205268827
0.4187628328622071,34.735890956251694,21.805340346139417
0.40112372788494965,34.735890956251694,21.8049532754398
0.3911700348990013,34.735890956251694,21.804566205268827
0.3863420504472808,34.73720909969501,21.805340346139417
0.38933106987456384,34.73677082238936,21.8049532754398
0.3982284686342328,34.738527269374856,21.8049532754398
0.41162012917130586,34.73677082238936,21.8049532754398
0.4303069037447759,34.73764737990109,21.804566205268827
0.45285941300739885,34.7389655583051,21.804566205268827
0.4793619452499031,34.73808898334545,21.8049532754398
0.513190619734028,34.73984546529408,21.805727417367734
0.5441344762767822,34.7389655583051,21.805340346139417
0.5789282488445496,34.7389655583051,21.805340346139417
0.6176925205318955,34.7389655583051,21.805340346139417
0.6579029116724271,34.74028376294939,21.805727417367734
0.697194814828147,34.74028376294939,21.805340346139417
0.7312709548406788,34.73984546529408,21.80611742148858
0.7611031016978103,34.7389655583051,21.80611742148858
0.7890884046927005,34.74028376294939,21.806891566597244
0.8152709449520863,34.74116036696364,21.805727417367734
0.8354189445489912,34.740722063505814,21.80611742148858
0.8506936546187358,34.74116036696364,21.806891566597244
0.8563230262955495,34.74028376294939,21.806891566597244
0.8556174718038723,34.74028376294939,21.806891566597244
0.8497449224892111,34.740722063505814,21.80727863994491
0.8370631930387578,34.740722063505814,21.80727863994491
0.8178871641717922,34.74028376294939,21.80727863994491
0.794334033963237,34.74028376294939,21.807668646201478
0.764702152691479,34.74116036696364,21.80883280341004
0.7318560276796776,34.738527269374856,21.80883280341004
0.7019001251572577,34.73940385013623,21.809606955942
0.6628496301847833,34.73940385013623,21.809994033001942
0.6233115468660425,34.73808898334545,21.809219879411387
0.5867406839185231,34.73720909969501,21.810384042999374
0.5496581425911858,34.73720909969501,21.810384042999374
0.5192062693068554,34.735890956251694,21.811158199774695
0.4814962772843678,34.73720909969501,21.811545278956714
0.4544293848729808,34.735890956251694,21.81193529109254
0.4261375286399004,34.73545268766901,21.812322371337984
0.406206195167512,34.735890956251694,21.81270945211321
0.3878056781205034,34.735014421986364,21.81270945211321
0.3733246012187309,34.733258068159216,21.813873630062517
0.3635516574796083,34.733258068159216,21.813873630062517
0.35864172830645874,34.732816496924045,21.814650728842935
0.3569898670024154,34.732816496924045,21.814650728842935
0.3585063664434461,34.731060201373566,21.81542489729975
0.3643194028605337,34.73194000334297,21.81620200034598
0.37230188935593883,34.72974218028696,21.816589086434533
0.3807589548242938,34.73150176090144,21.816589086434533
0.3911517398988077,34.72886572738014,21.817363260203138
0.4025123338225528,34.728427505274624,21.817753280367697
0.4181653299654047,34.728427505274624,21.818140368582476
0.43315056065848734,34.72798596623613,21.818527457327946
0.4477287739681541,34.72798596623613,21.818140368582476
0.46804261753751614,34.728427505274624,21.819304568911832
0.48491451406762015,34.72491519341156,21.819691659253863
0.49749997564323367,34.72535339228824,21.819304568911832
0.5118943691841314,34.724473677776984,21.820078750126754
0.5278180816277799,34.7218412433557,21.82085586598248
0.5439052715617987,34.7222794219071,21.82085586598248
0.5585968760145975,34.72096157546406,21.821630051454008
0.5750348781247813,34.72008523868277,21.821630051454008
0.594262696239922,34.72139974819976,21.821630051454008
0.6161824945686885,34.71832596118253,21.822407171583393
0.6358385037843084,34.71744965924489,21.822407171583393
0.6569114519387355,34.71701151262005,21.82279426618271
0.6814756334090388,34.7143760553796,21.823181361313516
0.7003545900804031,34.715255635883864,21.82357138952068
0.7157075756406833,34.71393792906713,21.82395848571855
0.7316461171889777,34.70822927505316,21.824735612266238
0.7471474868693133,34.71042638487842,21.824735612266238
0.7631317493624008,34.70998496573213,21.824735612266238
0.7761745655913573,34.70910877402571,21.82512271006317
0.7880825421632534,34.70867068251357,21.825896907252513
0.8005083722456976,34.70822927505316,21.825896907252513
0.8095083398911953,34.70471803311665,21.82667403914678
0.8169544506129836,34.70559748553029,21.82628693921822
0.8215627397905658,34.70252443092653,21.82667403914678
0.821959666793269,34.70164501925211,21.827448240600063
0.8199083562419991,34.69988954929772,21.827061139607338
0.8144215629799509,34.698134125788215,21.827061139607338
0.8063050783604107,34.6972580905948,21.827448240600063
0.798080762186948,34.69594074126121,21.827448240600063
0.7867684536634735,34.69549941849107,21.827448240600063
0.7745779300053646,34.69286813386344,21.827448240600063
0.7591829844912632,34.69286813386344,21.827838274714225
0.7426722592169913,34.69155087166348,21.827838274714225
0.7109926807072855,34.68804051214329,21.82822537677538
0.6926724306543057,34.687602559707216,21.827838274714225
