time_s,setpoint,temp_sec,temp_amb,duty,error,integral,is_smith,kp,ki
332.31805992126465,31.0,30.003577564207433,23.41909143688099,1.0,0.9964224357925673,0.02349379205625013,0,5.55674,0.18522
332.3587236404419,31.0,30.00481570639755,23.419873983863738,1.0,0.9951842936024491,0.048373399396311356,0,5.55674,0.18522
332.4000413417816,31.0,30.002339439305956,23.41870164107212,1.0,0.9976605606940439,0.07331491341366245,0,5.55674,0.18522
332.4431438446045,31.0,30.001512992758137,23.41870164107212,1.0,0.998487007241863,0.09827708859470902,0,5.55674,0.18522
332.47929549217224,31.0,30.001101331691018,23.419873983863738,1.0,0.998898668308982,0.12324955530243356,0,5.55674,0.18522
332.51731514930725,31.0,30.002339439305956,23.41870164107212,1.0,0.9976605606940439,0.14819106931978465,0,5.55674,0.18522
332.57149744033813,31.0,30.002339439305956,23.41909143688099,1.0,0.9976605606940439,0.17313258333713574,0,5.55674,0.18522
332.6040925979614,31.0,30.002339439305956,23.41909143688099,1.0,0.9976605606940439,0.19807409735448683,0,5.55674,0.18522
332.6402723789215,31.0,30.001101331691018,23.42026378203019,1.0,0.998898668308982,0.22304656406221138,0,5.55674,0.18522
332.6807072162628,31.0,30.001927774402418,23.419873983863738,1.0,0.998072225597582,0.24799836970215094,0,5.55674,0.18522
332.72437024116516,31.0,30.000278015289155,23.420653580980627,1.0,0.9997219847108454,0.2729914193199221,0,5.55674,0.18522
332.7662708759308,31.0,30.003162774846203,23.420653580980627,1.0,0.9968372251537971,0.29791234994876703,0,5.55674,0.18522
332.8061237335205,31.0,30.001512992758137,23.421046333746347,1.0,0.998487007241863,0.3228745251298136,0,5.55674,0.18522
332.84863805770874,31.0,30.001101331691018,23.421046333746347,1.0,0.998898668308982,0.3478469918375382,0,5.55674,0.18522
332.88614225387573,31.0,30.00068967253469,23.422608493605026,1.0,0.9993103274653095,0.37282975002417096,0,5.55674,0.18522
332.9296555519104,31.0,30.00068967253469,23.422998297272613,1.0,0.9993103274653095,0.3978125082108037,0,5.55674,0.18522
332.97060561180115,31.0,30.00068967253469,23.422998297272613,1.0,0.9993103274653095,0.4227952663974365,0,5.55674,0.18522
333.0106453895569,31.0,30.000278015289155,23.424170666061116,1.0,0.9997219847108454,0.44778831601520763,0,5.55674,0.18522
333.04929876327515,31.0,29.999863241360515,23.424950280468977,1.0,1.000136758639485,0.47279173498119476,0,5.55674,0.18522
333.09157824516296,31.0,29.999039936451425,23.425343041946803,1.0,1.0009600635485754,0.49781573656990913,0,5.55674,0.18522
333.13269996643066,31.0,30.00068967253469,23.426905236463938,1.0,0.9993103274653095,0.5227984947565418,0,5.55674,0.18522
333.17605781555176,31.0,30.00068967253469,23.42846744358951,1.0,0.9993103274653095,0.5477812529431746,0,5.55674,0.18522
333.2325003147125,31.0,30.00068967253469,23.428857259053814,1.0,0.9993103274653095,0.5727640111298073,0,5.55674,0.18522
333.27183842658997,31.0,30.002751106120513,23.429247075303522,1.0,0.9972488938794868,0.5976952334767945,0,5.55674,0.18522
333.3105661869049,31.0,30.00068967253469,23.430809301337263,1.0,0.9993103274653095,0.6226779916634273,0,5.55674,0.18522
333.3609790802002,31.0,30.001512992758137,23.43159189568189,1.0,0.998487007241863,0.6476401668444739,0,5.55674,0.18522
333.3963143825531,31.0,30.001101331691018,23.43159189568189,1.0,0.998898668308982,0.6726126335521985,0,5.55674,0.18522
333.4379482269287,31.0,30.001927774402418,23.431202074706846,1.0,0.998072225597582,0.6975644391921381,0,5.55674,0.18522
333.47604537010193,31.0,30.002339439305956,23.43159189568189,1.0,0.9976605606940439,0.7225059532094892,0,5.55674,0.18522
333.51613759994507,31.0,30.003577564207433,23.431202074706846,1.0,0.9964224357925673,0.7474165141043033,0,5.55674,0.18522
333.55778646469116,31.0,30.003577564207433,23.432371539989447,1.0,0.9964224357925673,0.7723270749991175,0,5.55674,0.18522
333.60675287246704,31.0,30.005227384709087,23.432371539989447,1.0,0.9947726152909127,0.7971963903813902,0,5.55674,0.18522
333.64018511772156,31.0,30.005227384709087,23.43315414065671,1.0,0.9947726152909127,0.822065705763663,0,5.55674,0.18522
333.68233919143677,31.0,30.003577564207433,23.432764316532143,1.0,0.9964224357925673,0.8469762666584771,0,5.55674,0.18522
333.71605110168457,31.0,30.006465549939605,23.433933791264053,1.0,0.9935344500603946,0.871814627909987,0,5.55674,0.18522
333.75796484947205,31.0,30.00770061359424,23.433933791264053,1.0,0.9922993864057617,0.896622112570131,0,5.55674,0.18522
333.7944016456604,31.0,30.010177030444595,23.434716398255944,1.0,0.989822969555405,0.9213676868090162,0,5.55674,0.18522
333.8386535644531,31.0,30.009353629758095,23.435888838056997,1.0,0.9906463702419046,0.9461338460650638,0,5.55674,0.18522
333.87780237197876,31.0,30.010177030444595,23.436278668483567,1.0,0.989822969555405,0.9708794203039489,0,5.55674,0.18522
333.9189956188202,31.0,30.01223868466076,23.43666849969668,1.0,0.9877613153392417,0.99557345318743,0,5.55674,0.18522
333.95884013175964,31.0,30.013065231212636,23.43823078570955,1.0,0.9869347687873642,1.0202468224071142,0,5.55674,0.18522
334.0156457424164,31.0,30.01554179798819,23.437451117764567,1.0,0.9844582020118082,1.0448582774574093,0,5.55674,0.18522
334.06300950050354,31.0,30.015953526128385,23.439403246840072,1.0,0.984046473871615,1.0694594393041996,0,5.55674,0.18522
334.0964856147766,31.0,30.0176035770441,23.439403246840072,1.0,0.982396422955901,1.0940193498780972,0,5.55674,0.18522
334.1335597038269,31.0,30.020903771098347,23.43901341010752,1.0,0.9790962289016534,1.1184967556006387,0,5.55674,0.18522
334.17151284217834,31.0,30.022965674987574,23.438623574161852,1.0,0.9770343250124256,1.1429226137259494,0,5.55674,0.18522
334.2109990119934,31.0,30.022965674987574,23.44096555497697,1.0,0.9770343250124256,1.1673484718512601,0,5.55674,0.18522
334.24601101875305,31.0,30.024615856565276,23.44096555497697,1.0,0.9753841434347237,1.1917330754371283,0,5.55674,0.18522
334.2945942878723,31.0,30.028743004903163,23.440575715089835,1.0,0.9712569950968373,1.2160145003145493,0,5.55674,0.18522
334.3252923488617,31.0,30.030393294193857,23.440575715089835,1.0,0.969606705806143,1.2402546679597029,0,5.55674,0.18522
334.36298513412476,31.0,30.03122001022956,23.440575715089835,1.0,0.9687799897704394,1.264474167703964,0,5.55674,0.18522
334.40928316116333,31.0,30.034520711992798,23.440575715089835,1.0,0.9654792880072023,1.288611149904144,0,5.55674,0.18522
334.4421281814575,31.0,30.036582933164027,23.439403246840072,1.0,0.963417066835973,1.3126965765750434,0,5.55674,0.18522
334.4789471626282,31.0,30.03864832237872,23.440185875989926,1.0,0.9613516776212805,1.3367303685155754,0,5.55674,0.18522
334.5152006149292,31.0,30.041534332212393,23.43979603767724,1.0,0.9584656677876069,1.3606920102102655,0,5.55674,0.18522
334.5560796260834,31.0,30.04401169579296,23.43901341010752,1.0,0.9559883042070396,1.3845917178154414,0,5.55674,0.18522
334.6080150604248,31.0,30.04566227001601,23.438623574161852,1.0,0.9543377299839904,1.4084501610650413,0,5.55674,0.18522
334.63886404037476,31.0,30.0469010009744,23.437840951343674,1.0,0.9530989990255989,1.4322776360406813,0,5.55674,0.18522
334.6763298511505,31.0,30.050614177652278,23.43901341010752,1.0,0.9493858223477218,1.4560122815993743,0,5.55674,0.18522
334.7173614501953,31.0,30.054330630903053,23.43823078570955,1.0,0.9456693690969473,1.4796540158267981,0,5.55674,0.18522
334.76187324523926,31.0,30.05680523267648,23.437061284972174,1.0,0.9431947673235186,1.503233885009886,0,5.55674,0.18522
334.7998261451721,31.0,30.060110010774622,23.43666849969668,1.0,0.939889989225378,1.5267311347405206,0,5.55674,0.18522
334.8508951663971,31.0,30.065886648066282,23.436278668483567,1.0,0.9341133519337177,1.5500839685388634,0,5.55674,0.18522
334.8913209438324,31.0,30.06753763116467,23.43666849969668,1.0,0.9324623688353313,1.5733955277597467,0,5.55674,0.18522
334.9320909976959,31.0,30.07001572426833,23.436278668483567,1.0,0.9299842757316696,1.5966451346530384,0,5.55674,0.18522
334.9686770439148,31.0,30.07414499373209,23.435888838056997,1.0,0.9258550062679092,1.6197915098097362,0,5.55674,0.18522
335.015340089798,31.0,30.077859316611296,23.43666849969668,1.0,0.9221406833887045,1.6428450268944539,0,5.55674,0.18522
335.05886578559875,31.0,30.082400991252598,23.435106226317316,1.0,0.917599008747402,1.6657850021131388,0,5.55674,0.18522
335.09398770332336,31.0,30.083228194299352,23.436278668483567,1.0,0.9167718057006482,1.688704297255655,0,5.55674,0.18522
335.136132478714,31.0,30.086530840826583,23.434716398255944,1.0,0.9134691591734168,1.7115410262349904,0,5.55674,0.18522
335.1809539794922,31.0,30.08942153852587,23.434326570980886,1.0,0.910578461474131,1.7343054877718436,0,5.55674,0.18522
335.22873544692993,31.0,30.09561531820259,23.43354396556731,1.0,0.9043846817974099,1.7569151048167788,0,5.55674,0.18522
335.268798828125,31.0,30.098506314090628,23.432371539989447,1.0,0.9014936859093723,1.7794524469645132,0,5.55674,0.18522
335.31143021583557,31.0,30.104285468441844,23.432764316532143,1.0,0.8957145315581556,1.801845310253467,0,5.55674,0.18522
335.3513240814209,31.0,30.107592027279736,23.431202074706846,1.0,0.8924079727202638,1.8241555095714737,0,5.55674,0.18522
335.40655755996704,31.0,30.112959595631594,23.430809301337263,1.0,0.8870404043684061,1.8463315196806838,0,5.55674,0.18522
335.44077610969543,31.0,30.1170908792069,23.429247075303522,1.0,0.8829091207931015,1.8684042477005114,0,5.55674,0.18522
335.4762706756592,31.0,30.120394796715516,23.42846744358951,1.0,0.8796052032844841,1.8903943777826235,0,5.55674,0.18522
335.519083738327,31.0,30.125763146834686,23.42768486188413,1.0,0.8742368531653142,1.9122502991117565,0,5.55674,0.18522
335.5603392124176,31.0,30.12824287945557,23.42768486188413,1.0,0.8717571205444301,1.9340442271253673,0,5.55674,0.18522
335.6064295768738,31.0,30.133199431430853,23.42651247181675,1.0,0.8668005685691469,1.955714241339596,0,5.55674,0.18522
335.65139150619507,31.0,30.13815626322412,23.424170666061116,1.0,0.8618437367758816,1.977260334758993,0,5.55674,0.18522
335.6888678073883,31.0,30.14394114933549,23.424950280468977,1.0,0.8560588506645104,1.9986618060256058,0,5.55674,0.18522
335.7261891365051,31.0,30.14518126365863,23.423777906961107,1.0,0.8548187363413717,2.02003227443414,0,5.55674,0.18522
335.76182293891907,31.0,30.15013877237243,23.422608493605026,1.0,0.8498612276275708,2.041278805124829,0,5.55674,0.18522
335.80985283851624,31.0,30.153859430869545,23.421825935579648,1.0,0.8461405691304549,2.0624323193530905,0,5.55674,0.18522
335.8412482738495,31.0,30.15675234415778,23.421436134270948,1.0,0.8432476558422195,2.083513510749146,0,5.55674,0.18522
335.87817764282227,31.0,30.161710507253247,23.420653580980627,1.0,0.8382894927467532,2.104470748067815,0,5.55674,0.18522
335.918496131897,31.0,30.167496947787697,23.41909143688099,1.0,0.8325030522123029,2.1252833243731226,0,5.55674,0.18522
335.9676411151886,31.0,30.171627675382013,23.41831184604689,1.0,0.8283723246179875,2.1459926324885723,0,5.55674,0.18522
336.0027196407318,31.0,30.176174200724688,23.417139512701453,1.0,0.823825799275312,2.166588277470455,0,5.55674,0.18522
336.03828835487366,31.0,30.18030846281323,23.41674972081654,1.0,0.8196915371867703,2.1870805659001245,0,5.55674,0.18522
336.076847076416,31.0,30.183614763099627,23.41674972081654,1.0,0.8163852369003735,2.2074901968226337,0,5.55674,0.18522
336.1256823539734,31.0,30.189815194357436,23.416356976755196,1.0,0.8101848056425638,2.227744816963698,0,5.55674,0.18522
336.15786957740784,31.0,30.19436266512014,23.41518760816865,1.0,0.8056373348798616,2.2478857503356946,0,5.55674,0.18522
336.1941604614258,31.0,30.197256917486868,23.415577396914216,1.0,0.8027430825131319,2.267954327398523,0,5.55674,0.18522
336.23855996131897,31.0,30.203870925310355,23.414794867270075,1.0,0.7961290746896452,2.287857554265764,0,5.55674,0.18522
336.27638363838196,31.0,30.20924752000036,23.414015293706484,1.0,0.7907524799996395,2.307626366265755,0,5.55674,0.18522
336.3137938976288,31.0,30.21090120203587,23.414015293706484,1.0,0.7890987979641295,2.3273538362148583,0,5.55674,0.18522
336.35236978530884,31.0,30.217928918668235,23.412842986326893,1.0,0.7820710813317646,2.3469056132481523,0,5.55674,0.18522
336.4073815345764,31.0,30.225373038392775,23.41323277036247,1.0,0.7746269616072254,2.366271287288333,0,5.55674,0.18522
336.443163394928,31.0,30.229509629889037,23.412842986326893,1.0,0.7704903701109629,2.385533546541107,0,5.55674,0.18522
336.4981698989868,31.0,30.236126083040062,23.413622555180893,1.0,0.7638739169599376,2.4046303944651055,0,5.55674,0.18522
336.5335841178894,31.0,30.23943449802681,23.412453203074165,1.0,0.7605655019731898,2.423644532014435,0,5.55674,0.18522
336.57807540893555,31.0,30.24646764267817,23.412453203074165,1.0,0.7535323573218307,2.442482840947481,0,5.55674,0.18522
336.6185004711151,31.0,30.251018067852215,23.412060467709637,1.0,0.7489819321477853,2.4612073892511757,0,5.55674,0.18522
336.6593155860901,31.0,30.257223292208607,23.412842986326893,1.0,0.7427767077913927,2.4797768069459605,0,5.55674,0.18522
336.70090341567993,31.0,30.262600051663014,23.412060467709637,1.0,0.7373999483369857,2.498211805654385,0,5.55674,0.18522
336.758348941803,31.0,30.269222148890037,23.412842986326893,1.0,0.7307778511099627,2.516481251932134,0,5.55674,0.18522
336.8112323284149,31.0,30.277496569437574,23.412842986326893,1.0,0.7225034305624263,2.534543837696195,0,5.55674,0.18522
336.84421253204346,31.0,30.279980613573173,23.412060467709637,1.0,0.7200193864268272,2.5525443223568653,0,5.55674,0.18522
336.88472175598145,31.0,30.286187906021212,23.412060467709637,1.0,0.7138120939787882,2.570389624706335,0,5.55674,0.18522
336.94521498680115,31.0,30.293637868747908,23.413622555180893,1.0,0.7063621312520922,2.5880486779876373,0,5.55674,0.18522
336.99620747566223,31.0,30.300672272055692,23.413622555180893,1.0,0.6993277279443078,2.605531871186245,0,5.55674,0.18522
